transactionId:ID(Transaction),transactionType,transactionDate:date,acceptanceDateTime:datetime,reportingOwnerRelationship,transactionShare:double,pricePerShare:double,totalValue:double,sharesOwnedFollowingTransaction:double,:LABEL
12440,Sell,2016-12-01,2016-12-05T17:46:40, officer,42822.0,42.5,1819940.0,24865.0,Transaction
12441,Sell,2016-12-01,2016-12-05T17:46:40, officer,61020.0,15.01,915910.0,0.0,Transaction
12442,Sell,2016-12-01,2016-12-05T17:46:40, officer,8000.0,18.51,148080.0,0.0,Transaction
12443,Sell,2016-12-01,2016-12-05T17:46:40, officer,11860.0,42.5,504050.0,0.0,Transaction
12444,Buy,2016-12-01,2016-12-05T17:46:09, director,21000.0,0.4604,9668.4,953944.0,Transaction
12445,Sell,2016-12-01,2016-12-05T17:43:55, officer,1000.0,23.35,23350.0,10713.0,Transaction
12446,Sell,2016-12-01,2016-12-05T17:43:39, officer,32000.0,16.24,519680.0,0.0,Transaction
12447,Sell,2016-12-01,2016-12-05T17:43:39, officer,20000.0,20.05,401000.0,0.0,Transaction
12448,Sell,2016-12-01,2016-12-05T17:43:39, officer,60680.0,15.01,910807.0,0.0,Transaction
12449,Sell,2016-12-01,2016-12-05T17:43:39, officer,8461.0,42.5,359592.0,21680.0,Transaction
12450,Sell,2016-12-01,2016-12-05T19:04:55, director,568864.0,0.92,523355.0,10221900.0,Transaction
12451,Sell,2016-12-01,2016-12-05T19:04:55, director,104106.0,0.92,95777.5,1870680.0,Transaction
12452,Sell,2016-12-05,2016-12-05T19:04:55, director,1479050.0,0.9201,1360870.0,8742880.0,Transaction
12453,Sell,2016-12-05,2016-12-05T19:04:55, director,270675.0,0.9201,249048.0,1600000.0,Transaction
12454,Sell,2016-12-01,2016-12-05T19:03:32, officer,207.0,51.23,10604.6,15811.0,Transaction
12455,Sell,2016-12-01,2016-12-05T19:03:32, officer,1293.0,50.68,65529.2,16018.0,Transaction
12456,Sell,2016-12-01,2016-12-05T19:02:25, officer,2455.0,54.08,132766.0,335405.0,Transaction
12457,Buy,2016-12-02,2016-12-05T19:01:39, officer 10% owner,10000.0,0.22,2200.0,2253730.0,Transaction
12458,Buy,2016-12-05,2016-12-05T19:01:39, officer 10% owner,9200.0,0.24,2208.0,2262930.0,Transaction
12459,Sell,2016-12-01,2016-12-05T19:00:39, officer,1354.0,54.08,73224.3,63480.0,Transaction
12460,Sell,2016-12-01,2016-12-05T19:00:30, officer,3200.0,27.0141,86445.1,143917.0,Transaction
12461,Sell,2016-12-01,2016-12-05T19:00:08, 10% owner,104106.0,0.92,95777.5,1870680.0,Transaction
12462,Sell,2016-12-01,2016-12-05T19:00:08, 10% owner other,568864.0,0.92,523355.0,10221900.0,Transaction
12463,Sell,2016-12-05,2016-12-05T19:00:08, 10% owner,270675.0,0.9201,249048.0,1600000.0,Transaction
12464,Sell,2016-12-05,2016-12-05T19:00:08, 10% owner other,1479050.0,0.9201,1360870.0,8742880.0,Transaction
12465,Sell,2016-12-01,2016-12-05T18:57:22, officer,815.0,78.04,63602.6,274256.0,Transaction
12466,Buy,2016-12-01,2016-12-05T18:56:50, 10% owner,37885.0,5.95,225416.0,1881510.0,Transaction
12467,Sell,2016-12-01,2016-12-05T18:56:50, 10% owner,20912.0,6.0,125472.0,1881510.0,Transaction
12468,Buy,2016-12-01,2016-12-05T18:56:50,,98568.0,5.9,581551.0,1859870.0,Transaction
12469,Sell,2016-12-01,2016-12-05T18:56:50, 10% owner,16239.0,6.3,102306.0,1843630.0,Transaction
12470,Sell,2016-12-01,2016-12-05T18:55:44, officer,272.0,78.04,21226.9,54019.0,Transaction
12471,Sell,2016-12-03,2016-12-05T18:53:40,,2091.0,22.16,46336.6,42046.0,Transaction
12472,Sell,2016-12-01,2016-12-05T18:48:12, director 10% owner,2031.0,36.62,74375.2,32530.0,Transaction
12473,Sell,2016-12-01,2016-12-05T18:48:12, director,16583.0,36.62,607269.0,1784960.0,Transaction
12474,Sell,2016-12-01,2016-12-05T18:48:12, 10% owner,27823.0,36.62,1018880.0,509049.0,Transaction
12475,Sell,2016-12-02,2016-12-05T18:48:12, director 10% owner,17289.0,35.42,612376.0,1766400.0,Transaction
12476,Sell,2016-12-02,2016-12-05T18:48:12, director,29009.0,35.42,1027500.0,477904.0,Transaction
12477,Sell,2016-12-02,2016-12-05T18:48:12, director 10% owner,2118.0,35.42,75019.6,30257.0,Transaction
12478,Sell,2016-12-05,2016-12-05T18:48:12, director,17855.0,35.62,635995.0,1747980.0,Transaction
12479,Sell,2016-12-05,2016-12-05T18:48:12, director,2186.0,35.62,77865.3,28002.0,Transaction
12480,Sell,2016-12-01,2016-12-05T18:47:56, officer,500.0,23.62,11810.0,831.0,Transaction
12481,Sell,2016-12-01,2016-12-05T18:46:55, director 10% owner,3563.0,37.23,132650.0,2322980.0,Transaction
12482,Sell,2016-12-02,2016-12-05T18:46:55, director 10% owner,48416.0,35.42,1714890.0,2274560.0,Transaction
12483,Sell,2016-12-05,2016-12-05T18:46:55, director 10% owner,50000.0,35.62,1781000.0,2222980.0,Transaction
12484,Sell,2016-12-01,2016-12-05T18:46:33, officer,3136.0,22.6409,71001.9,242903.0,Transaction
12485,Buy,2016-11-30,2016-12-05T18:45:33,,13254.0,6.35,84162.9,1544560.0,Transaction
12486,Buy,2016-11-30,2016-12-05T18:45:33,,42876.0,6.03,258542.0,1515760.0,Transaction
12487,Buy,2016-11-30,2016-12-05T18:45:33,,21395.0,6.19,132435.0,1490990.0,Transaction
12488,Sell,2016-11-30,2016-12-05T18:45:33,,1113.0,6.4,7123.2,1531300.0,Transaction
12489,Sell,2016-11-30,2016-12-05T18:45:33,,18104.0,6.02,108986.0,1472890.0,Transaction
12490,Sell,2016-12-01,2016-12-05T18:42:40, director officer 10% owner,9299.0,6.22,57839.8,138497.0,Transaction
12491,Sell,2016-12-01,2016-12-05T18:42:34,,1939.0,6.22,12060.6,96664.0,Transaction
12492,Sell,2016-12-01,2016-12-05T18:42:30, officer,5000.0,81.9586,409793.0,44689.0,Transaction
12493,Sell,2016-12-01,2016-12-05T18:42:28, officer,2120.0,6.22,13186.4,351136.0,Transaction
12494,Sell,2016-12-05,2016-12-05T18:42:27, officer,5000.0,20.0,100000.0,146082.0,Transaction
12495,Sell,2016-12-01,2016-12-05T18:42:17, director officer,4485.0,6.22,27896.7,303921.0,Transaction
12496,Sell,2016-12-01,2016-12-05T18:42:10, director officer,10534.0,6.22,65521.5,330698.0,Transaction
12497,Sell,2016-12-01,2016-12-05T18:37:50, 10% owner,26000.0,42.7,1110200.0,832794.0,Transaction
12498,Sell,2016-12-01,2016-12-05T18:32:57, officer,1265.0,100.21,126766.0,164025.0,Transaction
12499,Sell,2016-12-02,2016-12-05T18:32:57, officer,5583.0,100.2,559417.0,158442.0,Transaction
12500,Buy,2016-11-25,2016-12-05T18:32:54,,10869.0,6.65,72278.9,1372190.0,Transaction
12501,Sell,2016-11-25,2016-12-05T18:32:54,,6048.0,6.7,40521.6,1361320.0,Transaction
12502,Buy,2016-11-28,2016-12-05T18:32:54,,75158.0,6.64,499049.0,1466940.0,Transaction
12503,Buy,2016-11-28,2016-12-05T18:32:54,,86.0,6.7,576.2,1420760.0,Transaction
12504,Buy,2016-11-28,2016-12-05T18:32:54,,57356.0,6.7,384285.0,1426550.0,Transaction
12505,Buy,2016-11-28,2016-12-05T18:32:54,,26551.0,6.62,175768.0,1462570.0,Transaction
12506,Sell,2016-11-29,2016-12-05T18:32:54,,12321.0,6.35,78238.4,1487830.0,Transaction
12507,Sell,2016-11-29,2016-12-05T18:32:54,,38318.0,6.5,249067.0,1505000.0,Transaction
12508,Sell,2016-11-29,2016-12-05T18:32:54,,27129.0,6.4,173626.0,1488140.0,Transaction
12509,Sell,2016-11-29,2016-12-05T18:32:54,,86.0,6.65,571.9,1462570.0,Transaction
12510,Sell,2016-11-29,2016-12-05T18:32:54,,37991.0,6.45,245042.0,1497300.0,Transaction
12511,Sell,2016-11-29,2016-12-05T18:32:54,,171.0,6.35,1085.85,1532420.0,Transaction
12512,Sell,2016-11-29,2016-12-05T18:32:54,,171.0,6.55,1120.05,1505080.0,Transaction
12513,Sell,2016-12-01,2016-12-05T18:32:42, officer,112812.0,9.5164,1073560.0,354200.0,Transaction
12514,Sell,2016-12-01,2016-12-05T18:31:08,,64.0,6.0,384.0,993586.0,Transaction
12515,Sell,2016-12-01,2016-12-05T18:30:44, officer,37500.0,10.5,393750.0,0.0,Transaction
12516,Sell,2016-12-01,2016-12-05T18:30:44, officer,4603.0,42.5,195628.0,22110.0,Transaction
12517,Sell,2016-12-01,2016-12-05T18:30:44, officer,61020.0,15.01,915910.0,0.0,Transaction
12518,Sell,2016-12-05,2016-12-05T18:29:31,,872.0,42.64,37182.1,1378.0,Transaction
12519,Sell,2016-12-05,2016-12-05T18:28:48, director,11000.0,9.8,107800.0,76650.0,Transaction
12520,Sell,2016-12-02,2016-12-05T18:28:36,,123.0,6.0,738.0,993463.0,Transaction
12521,Sell,2016-12-01,2016-12-05T18:28:10, officer,1834.0,78.0355,143117.0,216681.0,Transaction
12522,Sell,2016-12-01,2016-12-05T18:28:10, officer,100.0,78.79,7879.0,216581.0,Transaction
12523,Sell,2016-12-01,2016-12-05T18:28:00, officer,2100.0,78.0724,163952.0,114370.0,Transaction
12524,Sell,2016-12-01,2016-12-05T18:28:00, officer,4100.0,77.1133,316165.0,116470.0,Transaction
12525,Sell,2016-12-01,2016-12-05T18:27:50, officer,899.0,76.2906,68585.2,49737.0,Transaction
12526,Sell,2016-12-01,2016-12-05T18:27:23,,64.0,6.0,384.0,993586.0,Transaction
12527,Sell,2016-12-01,2016-12-05T18:25:58, director officer 10% owner,18960.0,20.1796,382605.0,63231.0,Transaction
12528,Buy,2016-12-02,2016-12-05T18:25:40, director officer,25000.0,20.0,500000.0,25000.0,Transaction
12529,Sell,2016-12-01,2016-12-05T18:23:46, officer,1787.0,39.56,70693.7,145392.0,Transaction
12530,Sell,2016-12-02,2016-12-05T18:23:31, officer,166.0,6.0,996.0,1641470.0,Transaction
12531,Sell,2016-11-21,2016-12-05T18:23:20,,7959.0,6.7,53325.3,1313050.0,Transaction
12532,Buy,2016-11-21,2016-12-05T18:23:20,,45381.0,6.8,308591.0,1277690.0,Transaction
12533,Buy,2016-11-21,2016-12-05T18:23:20,,113308.0,6.82,772761.0,1421230.0,Transaction
12534,Buy,2016-11-21,2016-12-05T18:23:20,,138883.0,6.74,936071.0,1451930.0,Transaction
12535,Buy,2016-11-21,2016-12-05T18:23:20,,77308.0,6.84,528787.0,1373990.0,Transaction
12536,Buy,2016-11-21,2016-12-05T18:23:20,,18018.0,6.75,121622.0,1321010.0,Transaction
12537,Buy,2016-11-21,2016-12-05T18:23:20,,43866.0,6.84,300043.0,1321380.0,Transaction
12538,Buy,2016-11-22,2016-12-05T18:23:20,,30132.0,6.76,203692.0,1405690.0,Transaction
12539,Sell,2016-11-22,2016-12-05T18:23:20,,30329.0,6.8,206237.0,1375560.0,Transaction
12540,Buy,2016-11-23,2016-12-05T18:23:20,,5760.0,6.51,37497.6,1367360.0,Transaction
12541,Sell,2016-11-23,2016-12-05T18:23:20,,3766.0,6.65,25043.9,1351630.0,Transaction
12542,Buy,2016-11-23,2016-12-05T18:23:20,,86.0,6.8,584.8,1405780.0,Transaction
12543,Buy,2016-11-23,2016-12-05T18:23:20,,16674.0,6.6,110048.0,1368300.0,Transaction
12544,Sell,2016-11-23,2016-12-05T18:23:20,,1198.0,6.8,8146.4,1404580.0,Transaction
12545,Sell,2016-12-01,2016-12-05T18:23:04, officer,10000.0,56.0,560000.0,85373.0,Transaction
12546,Buy,2016-12-01,2016-12-05T18:22:51, director officer,300.0,19.6,5880.0,300.0,Transaction
12547,Buy,2016-12-02,2016-12-05T18:22:51, director officer,200000.0,20.0,4000000.0,200400.0,Transaction
12548,Sell,2016-12-01,2016-12-05T18:22:33, director officer,204.0,52.75,10761.0,1747490.0,Transaction
12549,Sell,2016-12-02,2016-12-05T18:22:03, officer,800.0,52.0,41600.0,107100.0,Transaction
12550,Buy,2016-12-05,2016-12-05T18:21:44, officer,100.0,15.4,1540.0,400.0,Transaction
12551,Sell,2016-12-05,2016-12-05T18:21:32, officer,3218.0,37.7349,121431.0,28415.0,Transaction
12552,Sell,2016-12-01,2016-12-05T18:21:15, officer,2000.0,137.5,275000.0,7500.0,Transaction
12553,Sell,2016-12-05,2016-12-05T18:21:15, officer,2000.0,141.113,282226.0,4000.0,Transaction
12554,Sell,2016-12-01,2016-12-05T18:21:03, officer,153.0,52.75,8070.75,41958.0,Transaction
12555,Sell,2016-12-01,2016-12-05T18:21:03, officer,350.0,56.0,19600.0,42111.0,Transaction
12556,Sell,2016-12-01,2016-12-05T18:19:37, officer,12295.0,33.79,415448.0,428595.0,Transaction
12557,Sell,2016-12-01,2016-12-05T18:17:38, director officer,2000.0,78.6975,157395.0,878482.0,Transaction
12558,Buy,2016-11-25,2016-12-05T18:10:43, director,34.0,10.05,343.047,73983.0,Transaction
12559,Sell,2016-12-01,2016-12-05T18:10:15, officer,8569.0,3.75,32133.8,1343160.0,Transaction
12560,Sell,2016-12-01,2016-12-05T17:58:25, director,100000.0,47.71,4771000.0,955075.0,Transaction
12561,Sell,2016-12-05,2016-12-05T17:58:18, 10% owner,19000.0,46.997,892943.0,1606650.0,Transaction
12562,Sell,2016-11-10,2016-12-05T17:58:10,,1027.0,6.75,6932.25,1240520.0,Transaction
12563,Sell,2016-11-10,2016-12-05T17:58:10,,5049.0,6.7,33828.3,1231620.0,Transaction
12564,Sell,2016-11-10,2016-12-05T17:58:10,,40698.0,6.86,279188.0,1195120.0,Transaction
12565,Sell,2016-11-11,2016-12-05T17:58:10,,36184.0,7.01,253650.0,1260910.0,Transaction
12566,Sell,2016-11-11,2016-12-05T17:58:10,,27043.0,7.0,189301.0,1323180.0,Transaction
12567,Buy,2016-11-11,2016-12-05T17:58:10,,9831.0,7.1,69800.1,1261650.0,Transaction
12568,Buy,2016-11-11,2016-12-05T17:58:10,,17707.0,7.09,125543.0,1277410.0,Transaction
12569,Buy,2016-11-11,2016-12-05T17:58:10,,87369.0,7.04,615078.0,1348280.0,Transaction
12570,Buy,2016-11-11,2016-12-05T17:58:10,,72743.0,7.05,512838.0,1395920.0,Transaction
12571,Sell,2016-11-11,2016-12-05T17:58:10,,19428.0,7.01,136190.0,1242220.0,Transaction
12572,Sell,2016-11-11,2016-12-05T17:58:10,,18742.0,7.0,131194.0,1258670.0,Transaction
12573,Sell,2016-11-11,2016-12-05T17:58:10,,56331.0,7.02,395444.0,1291940.0,Transaction
12574,Sell,2016-11-11,2016-12-05T17:58:10,,72500.0,7.01,508225.0,1323420.0,Transaction
12575,Buy,2016-11-11,2016-12-05T17:58:10,,87322.0,7.17,626099.0,1329540.0,Transaction
12576,Buy,2016-11-11,2016-12-05T17:58:10,,35944.0,7.07,254124.0,1294610.0,Transaction
12577,Sell,2016-12-01,2016-12-05T17:57:49, director,7377.0,47.7,351883.0,34211.0,Transaction
12578,Sell,2016-12-01,2016-12-05T17:55:52, director officer,13823.0,80.1442,1107830.0,178638.0,Transaction
12579,Sell,2016-12-01,2016-12-05T17:55:52, director officer,1304.0,81.4058,106153.0,177334.0,Transaction
12580,Sell,2016-12-01,2016-12-05T17:55:52, director officer,14500.0,82.6849,1198930.0,162834.0,Transaction
12581,Sell,2016-12-01,2016-12-05T17:55:01, officer,4610.0,42.5,195925.0,0.0,Transaction
12582,Sell,2016-12-01,2016-12-05T17:52:26, officer,765.0,23.35,17862.8,4704.0,Transaction
12583,Buy,2016-12-02,2016-12-05T17:52:05, 10% owner other,55000.0,0.988,54340.0,1629390.0,Transaction
12584,Sell,2016-12-02,2016-12-05T17:49:18, 10% owner,1167.0,28.1266,32823.7,55356.0,Transaction
12585,Sell,2016-12-05,2016-12-05T17:49:18, 10% owner,55356.0,24.0,1328540.0,0.0,Transaction
12586,Sell,2016-12-05,2016-12-05T17:49:18, 10% owner,41944.0,24.0,1006660.0,89256.0,Transaction
12587,Sell,2016-12-01,2016-12-05T17:48:58, officer,2000.0,19.98,39960.0,353881.0,Transaction
12588,Sell,2016-12-01,2016-12-05T17:47:13, officer,743.0,23.35,17349.1,8132.0,Transaction
12589,Sell,2016-12-01,2016-12-05T17:46:40, officer,17010.0,42.5,722925.0,0.0,Transaction
12590,Sell,2016-12-01,2016-12-05T17:46:40, officer,33750.0,26.79,904162.0,0.0,Transaction
12591,Sell,2016-12-01,2016-12-05T17:46:40, officer,4802.0,42.5,204085.0,0.0,Transaction
12592,Sell,2016-12-01,2016-12-05T17:46:40, officer,40000.0,16.24,649600.0,0.0,Transaction
12593,Buy,2016-11-21,2016-12-05T17:46:09, director,1000.0,0.4894,489.4,932944.0,Transaction
12594,Sell,2016-12-01,2016-12-05T17:44:03, director officer,8675.0,6.05,52483.8,1298580.0,Transaction
12595,Sell,2016-12-01,2016-12-05T17:43:39, officer,16000.0,18.51,296160.0,0.0,Transaction
12596,Sell,2016-12-01,2016-12-05T17:43:39, officer,9880.0,42.5,419900.0,0.0,Transaction
12597,Sell,2016-12-01,2016-12-05T17:43:39, officer,35640.0,26.79,954796.0,0.0,Transaction
12598,Sell,2016-12-01,2016-12-05T17:43:39, officer,1426.0,42.5,60605.0,0.0,Transaction
12599,Sell,2016-12-01,2016-12-05T17:42:16, director officer,5836.0,6.05,35307.8,1294580.0,Transaction
12600,Sell,2016-12-01,2016-12-05T17:41:10, officer,10000.0,21.45,214500.0,295832.0,Transaction
12601,Sell,2016-12-02,2016-12-05T17:39:27, officer,6500.0,9.34,60710.0,343887.0,Transaction
12602,Sell,2016-12-01,2016-12-05T17:39:21, officer,5575.0,23.35,130176.0,65744.0,Transaction
12603,Buy,2016-12-05,2016-12-05T17:39:17, director,6000.0,21.0,126000.0,65985.0,Transaction
12604,Sell,2016-12-05,2016-12-05T17:39:17, director,2000.0,78.7,157400.0,59985.0,Transaction
12605,Buy,2016-12-01,2016-12-05T17:37:41, director officer,3400.0,7.3,24820.0,573254.0,Transaction
12606,Buy,2016-12-01,2016-12-05T17:37:41, director officer,1000.0,7.19,7190.0,562054.0,Transaction
12607,Buy,2016-12-01,2016-12-05T17:37:41, 10% owner,2000.0,7.25,14500.0,568054.0,Transaction
12608,Buy,2016-12-02,2016-12-05T17:37:41, director officer,1800.0,7.43,13374.0,575054.0,Transaction
12609,Buy,2016-12-05,2016-12-05T17:37:41, 10% owner,2.0,7.37,14.74,576256.0,Transaction
12610,Buy,2016-12-05,2016-12-05T17:37:41, director officer,1463.0,7.43,10870.1,578221.0,Transaction
12611,Sell,2016-12-01,2016-12-05T17:36:26, officer,40622.0,63.58,2582750.0,989815.0,Transaction
12612,Sell,2016-12-02,2016-12-05T17:36:26, officer,4781.0,64.24,307131.0,989815.0,Transaction
12613,Sell,2016-12-01,2016-12-05T17:28:35, officer,600.0,16.09,9654.0,243533.0,Transaction
12614,Sell,2016-12-01,2016-12-05T17:28:35, officer,100.0,16.1,1610.0,243433.0,Transaction
12615,Sell,2016-12-01,2016-12-05T17:28:35, officer,700.0,16.08,11256.0,244133.0,Transaction
12616,Sell,2016-12-02,2016-12-05T17:28:35, officer,8355.0,15.97,133429.0,230478.0,Transaction
12617,Sell,2016-12-01,2016-12-05T17:28:05, director officer,54819.0,42.5,2329810.0,83883.0,Transaction
12618,Sell,2016-12-01,2016-12-05T17:28:05, director officer,100000.0,20.05,2005000.0,0.0,Transaction
12619,Sell,2016-12-01,2016-12-05T17:28:05, director officer,150000.0,26.79,4018500.0,0.0,Transaction
12620,Sell,2016-12-05,2016-12-05T17:27:48, director,5000.0,4.2706,21353.0,5033750.0,Transaction
12621,Sell,2016-12-01,2016-12-05T17:27:18, director,1000.0,61.46,61460.0,10167.0,Transaction
12622,Buy,2016-12-01,2016-12-05T17:27:13, other,1000.0,10.11,10110.0,1857100.0,Transaction
12623,Buy,2016-12-02,2016-12-05T17:27:13, other,45513.0,10.1783,463245.0,1976310.0,Transaction
12624,Buy,2016-12-02,2016-12-05T17:27:13, other,100.0,10.14,1014.0,1979110.0,Transaction
12625,Buy,2016-12-01,2016-12-05T17:26:51, director 10% owner,11365600.0,26.3954,300000000.0,11365600.0,Transaction
12626,Sell,2016-12-01,2016-12-05T17:26:24, director,15000.0,15.1,226500.0,0.0,Transaction
12627,Sell,2016-12-01,2016-12-05T17:26:24, director,7500.0,18.06,135450.0,0.0,Transaction
12628,Sell,2016-12-01,2016-12-05T17:26:24, director,6000.0,9.73,58380.0,0.0,Transaction
12629,Buy,2016-12-01,2016-12-05T17:26:07, director officer,20000.0,1.23,24600.0,238885.0,Transaction
12630,Sell,2016-12-02,2016-12-05T17:25:49,,5000.0,23.75,118750.0,62341.0,Transaction
12631,Sell,2016-12-02,2016-12-05T17:23:52, officer,2899.0,32.97,95580.0,14530.0,Transaction
12632,Sell,2016-12-01,2016-12-05T17:23:50, officer,17607.0,22.75,400559.0,0.0,Transaction
12633,Sell,2016-12-01,2016-12-05T17:23:24, officer,86660.0,32.58,2823380.0,35699.0,Transaction
12634,Sell,2016-12-02,2016-12-05T17:22:48, director officer,389.0,32.97,12825.3,142561.0,Transaction
12635,Sell,2016-12-01,2016-12-05T16:57:32, officer,4190.0,12.67,53087.3,86371.0,Transaction
12636,Sell,2016-12-01,2016-12-05T16:57:06, officer,1000.0,3.175,3175.0,28325.0,Transaction
12637,Sell,2016-12-01,2016-12-05T16:57:06, officer,200.0,3.1,620.0,28125.0,Transaction
12638,Sell,2016-12-01,2016-12-05T16:56:13, officer,834.0,8.95,7464.3,49535.0,Transaction
12639,Sell,2016-12-01,2016-12-05T16:55:34, officer,16976.0,43.2815,734747.0,89084.0,Transaction
12640,Sell,2016-12-01,2016-12-05T16:55:34, officer,500.0,44.072,22036.0,88584.0,Transaction
12641,Sell,2016-12-01,2016-12-05T16:55:24, 10% owner,1700.0,111.95,190315.0,38300.0,Transaction
12642,Sell,2016-12-05,2016-12-05T16:55:24, 10% owner,3078.0,113.51,349384.0,35222.0,Transaction
12643,Buy,2016-12-01,2016-12-05T16:53:56, director 10% owner,1105.0,8.96,9900.8,22502.0,Transaction
12644,Sell,2016-12-05,2016-12-05T16:52:59, director officer,739956.0,3.58,2649040.0,0.0,Transaction
12645,Sell,2016-12-05,2016-12-05T16:52:59, director officer,397100.0,3.58,1421620.0,0.0,Transaction
12646,Sell,2016-12-05,2016-12-05T16:52:48, director officer,35087.0,3.58,125611.0,0.0,Transaction
12647,Sell,2016-12-05,2016-12-05T16:51:28, director officer,483163.0,3.58,1729720.0,0.0,Transaction
12648,Sell,2016-12-01,2016-12-05T16:51:23, officer,858.0,35.93,30827.9,35845.0,Transaction
12649,Sell,2016-12-02,2016-12-05T16:51:00, officer,181.0,34.85,6307.85,35993.0,Transaction
12650,Sell,2016-12-05,2016-12-05T16:49:23, director,33000.0,3.58,118140.0,0.0,Transaction
12651,Sell,2016-12-02,2016-12-05T16:29:22, officer,3800.0,25.0,95000.0,1937070.0,Transaction
12652,Sell,2016-12-01,2016-12-05T16:28:01, officer,1504.0,35.89,53978.6,44485.0,Transaction
12653,Buy,2016-12-01,2016-12-05T16:27:09, director,7508.0,6.66,50003.3,7807.0,Transaction
12654,Buy,2016-12-02,2016-12-05T16:26:50, officer,24000.0,2.094,50256.0,24000.0,Transaction
12655,Sell,2016-12-01,2016-12-05T16:25:40,,10408.0,39.95,415800.0,83808.0,Transaction
12656,Sell,2016-12-01,2016-12-05T16:25:20, officer,1875.0,220.9,414188.0,111739.0,Transaction
12657,Sell,2016-12-01,2016-12-05T16:24:52, officer,1786.0,39.95,71350.7,53970.0,Transaction
12658,Sell,2016-12-01,2016-12-05T16:24:08, officer,35351.0,22.9,809538.0,106407.0,Transaction
12659,Sell,2016-12-01,2016-12-05T16:23:58, officer,5580.0,79.6864,444650.0,22891.0,Transaction
12660,Sell,2016-12-01,2016-12-05T16:23:35, officer,544.0,39.95,21732.8,6851.0,Transaction
12661,Buy,2016-12-01,2016-12-05T16:23:09, officer,1770.0,35.55,62923.5,8313.0,Transaction
12662,Buy,2016-12-01,2016-12-05T16:23:09, officer,3560.0,47.91,170560.0,11873.0,Transaction
12663,Sell,2016-12-01,2016-12-05T16:23:08, officer,439.0,220.9,96975.1,56762.0,Transaction
12664,Sell,2016-12-01,2016-12-05T16:22:46, officer,46560.0,15.2,707712.0,0.0,Transaction
12665,Sell,2016-12-01,2016-12-05T16:22:23, officer,2010.0,80.3251,161453.0,25741.0,Transaction
12666,Sell,2016-12-01,2016-12-05T16:22:23, officer,2996.0,80.1551,240145.0,22845.0,Transaction
12667,Sell,2016-12-01,2016-12-05T16:22:10, officer,159.0,220.9,35123.1,15575.0,Transaction
12668,Sell,2016-12-02,2016-12-05T15:58:53, officer,620.0,47.71,29580.2,28500.0,Transaction
12669,Buy,2016-12-02,2016-12-05T15:56:36, officer,101909.0,32.03,3264150.0,113996.0,Transaction
12670,Buy,2016-12-01,2016-12-05T15:56:10, director,750.0,37.17,27877.5,9300.0,Transaction
12671,Sell,2016-12-02,2016-12-05T15:51:10, officer,945.0,77.0,72765.0,24970.0,Transaction
12672,Sell,2016-12-02,2016-12-05T15:46:45, officer,6100.0,83.1353,507125.0,188632.0,Transaction
12673,Sell,2016-12-02,2016-12-05T15:34:57, officer,7883.0,17.3,136376.0,52926.0,Transaction
12674,Buy,2016-12-01,2016-12-05T15:28:50, officer,46.0,14.23,657.739,7556.0,Transaction
12675,Buy,2016-12-01,2016-12-05T15:28:02, officer,87.0,14.23,1234.72,59803.0,Transaction
12676,Buy,2016-12-01,2016-12-05T15:26:35, officer,71.0,14.23,1003.94,33409.0,Transaction
12677,Sell,2016-12-01,2016-12-05T15:25:16, officer,650.0,78.3,50895.0,25077.0,Transaction
12678,Sell,2016-12-02,2016-12-05T15:20:44, director officer 10% owner,483.0,25.0,12075.0,611403.0,Transaction
12679,Sell,2016-12-05,2016-12-05T15:19:57, officer,13738.0,33.81,464482.0,151560.0,Transaction
12680,Buy,2016-12-01,2016-12-05T15:18:40, officer,2648.0,0.88,2330.24,35007.0,Transaction
12681,Buy,2016-12-01,2016-12-05T15:16:10, officer,4449.0,0.88,3915.12,129252.0,Transaction
12682,Buy,2016-12-01,2016-12-05T15:13:01, officer,2066.0,0.88,1818.08,186712.0,Transaction
12683,Buy,2016-12-01,2016-12-05T15:09:59, director,259.0,33.8,8754.2,28186.0,Transaction
12684,Buy,2016-12-01,2016-12-05T15:09:22, director other,259.0,33.8,8754.2,30205.0,Transaction
12685,Buy,2016-12-01,2016-12-05T15:08:43, officer,259.0,33.8,8754.2,6063.0,Transaction
12686,Buy,2016-12-01,2016-12-05T15:08:06, director,259.0,33.8,8754.2,24213.0,Transaction
12687,Buy,2016-12-01,2016-12-05T15:07:26, director,259.0,33.8,8754.2,17539.0,Transaction
12688,Sell,2016-12-01,2016-12-05T15:07:04, officer,21226.0,67.6847,1436680.0,279675.0,Transaction
12689,Buy,2016-12-02,2016-12-05T15:07:04, officer,123633.0,24.6,3041370.0,300901.0,Transaction
12690,Buy,2016-12-01,2016-12-05T15:06:32, director,259.0,33.8,8754.2,14951.0,Transaction
12691,Buy,2016-12-01,2016-12-05T14:59:25, officer,5111.0,48.82,249519.0,30906.0,Transaction
12692,Buy,2016-12-01,2016-12-05T14:51:59, other,626304.0,14.32,8968670.0,4224280.0,Transaction
12693,Sell,2016-12-02,2016-12-05T14:47:43, officer,375.0,19.53,7323.75,5495.0,Transaction
12694,Buy,2016-12-02,2016-12-05T14:44:44, officer,6246.0,63.55,396933.0,32219.0,Transaction
12695,Sell,2016-12-01,2016-12-05T14:44:33, director,133.0,1.65,219.45,195584.0,Transaction
