transactionId:ID(Transaction),transactionType,transactionDate:date,acceptanceDateTime:datetime,reportingOwnerRelationship,transactionShare:double,pricePerShare:double,totalValue:double,sharesOwnedFollowingTransaction:double,:LABEL
3146,Sell,2016-12-28,2016-12-29T17:51:14, officer,326.0,26.0,8476.0,40093.0,Transaction
3147,Buy,2016-12-27,2016-12-29T17:50:30, director,21.0,58.73,1203.96,2825.0,Transaction
3148,Buy,2016-12-27,2016-12-29T17:50:21, officer,2500.0,7.5,18750.0,143829.0,Transaction
3149,Buy,2016-12-27,2016-12-29T17:49:27, officer,9.0,58.73,540.316,1265.0,Transaction
3150,Buy,2016-12-30,2016-12-30T18:56:22, director officer,184.0,8.4,1545.6,3886.0,Transaction
3151,Sell,2016-12-28,2016-12-30T18:38:13, director officer,12000.0,20.9375,251250.0,195627.0,Transaction
3152,Buy,2016-12-28,2016-12-30T18:12:29, officer,100000.0,25.22,2522000.0,139593.0,Transaction
3153,Sell,2016-12-28,2016-12-30T18:07:37,,10000.0,17.55,175500.0,0.0,Transaction
3154,Sell,2016-12-30,2016-12-30T18:06:10, director officer 10% owner,300.0,69.34,20802.0,34145500.0,Transaction
3155,Buy,2016-12-28,2016-12-30T18:05:43, director officer 10% owner,50625.0,8.88,449550.0,52182.0,Transaction
3156,Buy,2016-12-29,2016-12-30T17:59:05,,6700.0,15.9843,107095.0,474349.0,Transaction
3157,Sell,2016-12-29,2016-12-30T17:52:44, officer,1250.0,53.2124,66515.5,153225.0,Transaction
3158,Sell,2016-12-28,2016-12-30T17:51:58, director officer,1040.0,67.3712,70066.0,474405.0,Transaction
3159,Buy,2016-12-29,2016-12-30T17:47:18, director 10% owner,16000.0,6.25,100000.0,424412.0,Transaction
3160,Buy,2016-12-28,2016-12-30T17:40:49, 10% owner,800.0,6.51,5208.0,69165.0,Transaction
3161,Buy,2016-12-28,2016-12-30T17:37:37, 10% owner other,77076.0,1.3356,102943.0,698623.0,Transaction
3162,Buy,2016-12-28,2016-12-30T17:37:37,,401726.0,1.3356,536545.0,3627610.0,Transaction
3163,Buy,2016-12-28,2016-12-30T17:29:11, officer,4285.0,3.03,12983.5,50192.0,Transaction
3164,Sell,2016-12-28,2016-12-30T17:29:11, officer,486.0,11.6,5637.6,45907.0,Transaction
3165,Sell,2016-12-30,2016-12-30T17:28:35, officer,3160.0,11.35,35866.0,144553.0,Transaction
3166,Sell,2016-12-30,2016-12-30T17:28:09, officer,1580.0,11.35,17933.0,59831.0,Transaction
3167,Buy,2016-12-28,2016-12-30T17:26:38, officer,600000.0,0.11,66000.0,600000.0,Transaction
3168,Sell,2016-12-30,2016-12-30T17:25:02, officer,6000.0,24.31,145860.0,290072.0,Transaction
3169,Buy,2016-12-28,2016-12-30T17:21:08, officer,1050000.0,0.11,115500.0,2024050.0,Transaction
3170,Sell,2016-12-12,2016-12-30T17:19:13, director,50000.0,0.17,8500.0,1073530.0,Transaction
3171,Sell,2016-12-12,2016-12-30T17:18:22, director,50000.0,0.17,8500.0,1073530.0,Transaction
3172,Sell,2016-12-29,2016-12-30T17:17:43, officer,7796.0,35.3736,275773.0,57.0,Transaction
3173,Sell,2016-12-28,2016-12-30T17:16:38, officer,35944.0,36.0,1293980.0,48451.0,Transaction
3174,Sell,2016-12-29,2016-12-30T17:16:00, 10% owner,517.0,9.6508,4989.46,558650.0,Transaction
3175,Sell,2016-12-29,2016-12-30T17:16:00, 10% owner,1587.0,9.6508,15315.8,1713070.0,Transaction
3176,Sell,2016-12-28,2016-12-30T17:13:21, officer,11600.0,36.0,417600.0,18308.0,Transaction
3177,Sell,2016-12-30,2016-12-30T17:11:28, director,393.0,10.4,4087.2,61677.0,Transaction
3178,Sell,2016-12-30,2016-12-30T17:10:46, director,15.0,40.75,611.25,39564.0,Transaction
3179,Buy,2016-12-28,2016-12-30T16:54:32, officer,25000.0,0.15,3750.0,3767050.0,Transaction
3180,Buy,2016-12-30,2016-12-30T16:48:53,,300.0,6.399,1919.7,139533.0,Transaction
3181,Buy,2016-12-29,2016-12-30T16:44:48, 10% owner,106383.0,4.71,501064.0,106383.0,Transaction
3182,Buy,2016-12-29,2016-12-30T16:43:43, other,124950.0,3.2123,401377.0,18792500.0,Transaction
3183,Sell,2016-12-28,2016-12-30T16:39:52, director,10000.0,33.8276,338276.0,44008.0,Transaction
3184,Sell,2016-12-28,2016-12-30T16:28:03, officer,200.0,12.305,2461.0,3161.0,Transaction
3185,Sell,2016-12-28,2016-12-30T16:28:03, officer,2307.0,12.31,28399.2,3361.0,Transaction
3186,Sell,2016-12-28,2016-12-30T16:21:11, officer,30000.0,41.721,1251630.0,230162.0,Transaction
3187,Sell,2016-12-30,2016-12-30T15:57:45, officer 10% owner,4.0,1.829,6.9502,933.0,Transaction
3188,Sell,2016-12-30,2016-12-30T15:57:18, officer,24.0,1.829,44.6276,5909.0,Transaction
3189,Buy,2016-12-28,2016-12-30T15:52:48, officer,4.0,28.4,113.6,2138.0,Transaction
3190,Sell,2016-12-29,2016-12-30T15:49:02, director 10% owner,425532.0,4.7,2000000.0,1310040.0,Transaction
3191,Buy,2016-12-28,2016-12-30T15:45:46, director,88.0,28.4,2499.2,55868.0,Transaction
3192,Sell,2016-12-28,2016-12-30T15:45:02, director officer 10% owner,15000.0,5.295,79425.0,4368790.0,Transaction
3193,Buy,2016-12-28,2016-12-30T15:43:16, director,35.0,28.4,994.0,3360.0,Transaction
3194,Buy,2016-12-30,2016-12-30T14:58:59, officer,100.0,25.68,2568.0,1400.0,Transaction
3195,Sell,2016-12-28,2016-12-30T14:30:56, officer,2396.0,8.57,20533.7,33111.0,Transaction
3196,Buy,2016-12-22,2016-12-30T14:05:57, director officer 10% owner,2500000.0,0.1,250000.0,5985850.0,Transaction
3197,Buy,2016-12-29,2016-12-30T13:42:13, 10% owner,2383.0,5.58,13297.1,1817780.0,Transaction
3198,Buy,2016-12-28,2016-12-30T13:34:29, 10% owner,27230.0,5.1,138873.0,1341440.0,Transaction
3199,Buy,2016-12-28,2016-12-30T13:15:11,,1000.0,30.5,30500.0,265968.0,Transaction
3200,Buy,2016-12-30,2016-12-30T13:03:04, officer 10% owner,1500.0,0.27,405.0,2281930.0,Transaction
3201,Sell,2016-12-29,2016-12-30T12:23:54, officer,7807.0,77.759,607064.0,14936.0,Transaction
3202,Sell,2016-12-28,2016-12-30T12:12:52, director officer,5000.0,164.15,820750.0,811436.0,Transaction
3203,Buy,2016-12-28,2016-12-30T11:57:28, director officer,42708.0,7.65,326716.0,145962.0,Transaction
3204,Buy,2016-12-28,2016-12-30T11:57:28, director officer,22294.0,7.84,174785.0,168256.0,Transaction
3205,Sell,2016-12-28,2016-12-30T11:49:15, director officer 10% owner,4320.0,784.052,3387100.0,19555700.0,Transaction
3206,Sell,2016-12-29,2016-12-30T11:49:15, director officer 10% owner,5193.0,803.047,4170220.0,1110.0,Transaction
3207,Sell,2016-12-28,2016-12-30T11:49:15, director officer 10% owner,600.0,791.64,474984.0,19543800.0,Transaction
3208,Sell,2016-12-29,2016-12-30T11:49:15, director officer 10% owner,600.0,804.763,482858.0,0.0,Transaction
3209,Sell,2016-12-28,2016-12-30T11:49:15, director officer 10% owner,2904.0,786.946,2285290.0,19546100.0,Transaction
3210,Sell,2016-12-29,2016-12-30T11:49:15, director officer 10% owner,3006.0,779.619,2343540.0,19540400.0,Transaction
3211,Sell,2016-12-28,2016-12-30T11:49:15, director officer 10% owner,450.0,810.378,364670.0,550.0,Transaction
3212,Sell,2016-12-29,2016-12-30T11:49:15, director officer 10% owner,3128.0,789.905,2470820.0,13538.0,Transaction
3213,Sell,2016-12-29,2016-12-30T11:49:15, director officer 10% owner,2481.0,800.935,1987120.0,10009.0,Transaction
3214,Sell,2016-12-28,2016-12-30T11:49:15, director officer 10% owner,4011.0,785.03,3148760.0,19551700.0,Transaction
3215,Sell,2016-12-29,2016-12-30T11:49:15, director officer 10% owner,1868.0,780.88,1458680.0,19538500.0,Transaction
3216,Sell,2016-12-29,2016-12-30T11:49:15, director officer 10% owner,3539.0,781.8,2766790.0,19535000.0,Transaction
3217,Sell,2016-12-29,2016-12-30T11:49:15, director officer 10% owner,510.0,803.633,409853.0,600.0,Transaction
3218,Sell,2016-12-28,2016-12-30T11:49:15, director officer 10% owner,2705.0,786.046,2126250.0,19549000.0,Transaction
3219,Buy,2016-12-01,2016-12-30T11:47:56, director,103.0,33.9,3491.7,24316.0,Transaction
3220,Buy,2016-12-29,2016-12-30T11:43:15, director officer,280.0,1.45,406.0,9225020.0,Transaction
3221,Sell,2016-12-28,2016-12-30T11:33:45, director officer 10% owner,8074.0,1.7499,14128.7,21883100.0,Transaction
3222,Sell,2016-12-27,2016-12-30T11:33:45, director officer 10% owner,1419.0,1.8,2554.2,21908100.0,Transaction
3223,Sell,2016-12-28,2016-12-30T11:33:45, director officer 10% owner,1426.0,1.7507,2496.5,21899200.0,Transaction
3224,Buy,2016-12-28,2016-12-30T11:05:34, director officer 10% owner,19549.0,0.034,664.666,14316900.0,Transaction
3225,Sell,2016-12-29,2016-12-30T10:37:47, director,900.0,216.305,194674.0,24476.0,Transaction
3226,Buy,2016-12-30,2016-12-30T10:30:23, director,1000.0,10.48,10480.0,45537.0,Transaction
3227,Sell,2016-12-16,2016-12-30T10:15:18, 10% owner,1600.0,90.42,144672.0,14542.0,Transaction
3228,Sell,2016-12-20,2016-12-30T10:15:18, 10% owner,145.0,90.5,13122.5,14397.0,Transaction
3229,Sell,2016-12-22,2016-12-30T10:15:18, 10% owner,364.0,90.95,33105.8,13618.0,Transaction
3230,Sell,2016-12-28,2016-12-30T10:11:56, director officer,7500.0,10.75,80625.0,1389260.0,Transaction
3231,Sell,2016-12-29,2016-12-30T10:11:56, director officer,1000.0,10.545,10545.0,1388260.0,Transaction
3232,Buy,2016-11-15,2016-12-30T09:43:36, director,22.0,7.68,170.342,168631.0,Transaction
3233,Buy,2016-11-15,2016-12-30T09:40:48, director,162.0,7.68,1242.85,41609.0,Transaction
3234,Buy,2016-11-15,2016-12-30T09:37:19, director,270.0,7.68,2070.14,69301.0,Transaction
3235,Buy,2016-11-15,2016-12-30T09:33:32,,0.0,7.68,0.384,13.0,Transaction
3236,Buy,2016-11-15,2016-12-30T09:30:26, director,46.0,7.68,355.046,11887.0,Transaction
3237,Buy,2016-11-15,2016-12-30T09:29:14, director,49.0,7.68,378.163,12647.0,Transaction
3238,Buy,2016-11-15,2016-12-30T09:26:44, officer,23.0,7.68,179.251,14345.0,Transaction
3239,Sell,2016-12-28,2016-12-30T08:49:28, director officer,27894.0,14.5,404463.0,53833.0,Transaction
3240,Buy,2016-12-29,2016-12-30T08:46:41, other,47375.0,14.366,680589.0,3918660.0,Transaction
3241,Buy,2016-12-29,2016-12-30T08:45:48, 10% owner,94750.0,4.854,459916.0,16293800.0,Transaction
3242,Buy,2016-12-02,2016-12-30T08:16:43, officer,3.0,41.12,125.005,3886.0,Transaction
3243,Buy,2016-12-16,2016-12-30T08:13:40, officer,2.0,42.75,99.9923,6347.0,Transaction
3244,Buy,2016-11-30,2016-12-30T08:10:35, director,30.0,41.53,1229.16,39466.0,Transaction
3245,Buy,2016-11-30,2016-12-30T08:07:09, officer,30.0,41.53,1229.16,10275.0,Transaction
3246,Buy,2016-11-30,2016-12-30T08:04:08, director,32.0,41.53,1312.51,24900.0,Transaction
3247,Buy,2016-12-21,2016-12-30T08:01:10, director,34.0,42.8852,1458.31,26642.0,Transaction
3248,Buy,2016-12-21,2016-12-30T07:57:43, director,31.0,42.8852,1312.5,113954.0,Transaction
3249,Buy,2016-12-21,2016-12-30T07:55:03, director,66.0,42.8852,2812.5,9354.0,Transaction
3250,Buy,2016-12-21,2016-12-30T07:51:41, director,29.0,42.8852,1229.18,40715.0,Transaction
3251,Sell,2016-12-27,2016-12-29T21:59:21,,500.0,25.2,12600.0,3887.0,Transaction
3252,Sell,2016-12-29,2016-12-29T21:36:27, director 10% owner,21923.0,0.45,9865.35,736170.0,Transaction
3253,Sell,2016-12-27,2016-12-29T21:36:27, 10% owner,24092.0,0.51,12286.9,734696.0,Transaction
3254,Sell,2016-12-28,2016-12-29T21:36:27, 10% owner,44170.0,0.47,20759.9,758093.0,Transaction
3255,Buy,2016-12-28,2016-12-29T21:05:12, director officer,21564.0,7.4901,161517.0,2286460.0,Transaction
3256,Buy,2016-12-27,2016-12-29T21:05:12, director officer,1300.0,7.4854,9731.02,2264890.0,Transaction
3257,Buy,2016-12-29,2016-12-29T21:04:56, director,60886.0,7.4396,452968.0,2347340.0,Transaction
3258,Buy,2016-12-29,2016-12-29T20:35:31, director officer,100.0,9.88,988.0,6591.0,Transaction
3259,Sell,2016-12-27,2016-12-29T20:18:01, director officer,26000.0,40.0,1040000.0,0.0,Transaction
3260,Buy,2016-12-28,2016-12-29T20:14:57, director,1000.0,742.0,742000.0,41147.0,Transaction
3261,Sell,2016-12-29,2016-12-29T20:14:57, director,886.0,837.1,741671.0,39382.0,Transaction
3262,Sell,2016-12-27,2016-12-29T20:14:57, director,882.0,841.0,741762.0,41147.0,Transaction
3263,Buy,2016-12-28,2016-12-29T19:51:22, director,50000.0,2.121,106050.0,95000.0,Transaction
3264,Buy,2016-12-22,2016-12-29T19:23:19,,450.0,12.84,5778.0,835.0,Transaction
3265,Buy,2016-12-22,2016-12-29T19:20:59,,5000.0,3.9,19500.0,12500.0,Transaction
3266,Buy,2016-12-22,2016-12-29T19:17:57,,750.0,3.9,2925.0,750.0,Transaction
3267,Sell,2016-12-29,2016-12-29T18:39:15, director,144.0,68.8,9907.2,19426.0,Transaction
3268,Buy,2016-12-27,2016-12-29T18:38:35,,3376.0,5.715,19293.8,1532050.0,Transaction
3269,Sell,2016-12-29,2016-12-29T18:32:12, director officer 10% owner,12500.0,69.2613,865766.0,34158000.0,Transaction
3270,Sell,2016-12-27,2016-12-29T18:31:33, officer,650.0,118.257,76867.0,79209.0,Transaction
3271,Sell,2016-12-27,2016-12-29T18:31:15, officer,2420.0,789.91,1911580.0,18547.0,Transaction
3272,Sell,2016-12-27,2016-12-29T18:30:07, director,2100.0,117.66,247086.0,4632.0,Transaction
3273,Sell,2016-12-27,2016-12-29T18:22:27, director officer,124542.0,1.75,217948.0,2229970.0,Transaction
3274,Sell,2016-12-27,2016-12-29T18:20:00, director,8914.0,789.91,7041260.0,204996.0,Transaction
3275,Sell,2016-12-27,2016-12-29T18:20:00, director,660.0,789.91,521341.0,35373.0,Transaction
3276,Sell,2016-12-27,2016-12-29T18:16:30, director officer 10% owner,8000.0,37.4513,299610.0,3100.0,Transaction
3277,Sell,2016-12-27,2016-12-29T18:15:46, officer,990.0,15.85,15691.5,64824.0,Transaction
3278,Sell,2016-12-27,2016-12-29T18:13:53, director officer,10000.0,24.6,246000.0,60000.0,Transaction
3279,Sell,2016-12-29,2016-12-29T18:13:53, director officer,30000.0,24.8,744000.0,20000.0,Transaction
3280,Sell,2016-11-22,2016-12-29T18:10:42, officer,12500.0,72.0069,900086.0,92363.0,Transaction
3281,Buy,2016-11-22,2016-12-29T18:10:27, officer,5000.0,42.61,213050.0,41707.0,Transaction
3282,Sell,2016-12-28,2016-12-29T18:09:23, director officer 10% owner,18899.0,20.69,391020.0,3284010.0,Transaction
3283,Sell,2016-12-27,2016-12-29T18:09:23, director officer 10% owner,18899.0,20.79,392910.0,3288820.0,Transaction
3284,Buy,2016-12-27,2016-12-29T18:06:01,,5325.0,0.6685,3559.76,5824190.0,Transaction
3285,Buy,2016-12-28,2016-12-29T18:06:01,,45758.0,0.72,32945.8,5887000.0,Transaction
3286,Buy,2016-12-27,2016-12-29T18:06:01,,2169.0,0.6599,1431.32,5818860.0,Transaction
3287,Sell,2016-12-27,2016-12-29T18:05:40, director,50000.0,116.699,5834930.0,1285420.0,Transaction
3288,Sell,2016-12-27,2016-12-29T18:00:36, officer,15127.0,64.8061,980322.0,0.0,Transaction
3289,Sell,2016-12-27,2016-12-29T17:57:46,,7000.0,0.685,4795.0,4780800.0,Transaction
3290,Sell,2016-12-27,2016-12-29T17:57:06, director,8.0,789.91,6319.28,421.0,Transaction
3291,Sell,2016-12-27,2016-12-29T17:57:06, director,4.0,789.91,3159.64,235.0,Transaction
3292,Sell,2016-12-27,2016-12-29T17:57:06, director,1280.0,789.91,1011080.0,29426.0,Transaction
3293,Sell,2016-12-27,2016-12-29T17:57:06, director,8.0,789.91,6319.28,228.0,Transaction
3294,Buy,2016-12-28,2016-12-29T17:53:21, officer,2606.0,54.3,141506.0,56286.0,Transaction
3295,Sell,2016-12-28,2016-12-29T17:53:21, officer,2606.0,116.392,303317.0,53680.0,Transaction
3296,Buy,2016-12-27,2016-12-29T17:50:30, director,24.0,58.73,1409.52,3299.0,Transaction
3297,Sell,2016-12-27,2016-12-29T17:50:21, officer,2500.0,35.33,88325.0,141329.0,Transaction
3298,Buy,2016-12-27,2016-12-29T17:49:29,,5108.0,30.48,155692.0,264968.0,Transaction
3299,Buy,2016-12-27,2016-12-29T17:49:00, officer,144.0,58.73,8462.99,19827.0,Transaction
3300,Buy,2016-12-27,2016-12-29T17:47:46, officer,1.0,58.73,70.476,164.0,Transaction
3301,Sell,2016-12-19,2016-12-29T17:46:18, officer,5000.0,19.21,96050.0,680086.0,Transaction
3302,Buy,2016-12-27,2016-12-29T17:43:30,,520.0,48.175,25051.0,2789.0,Transaction
3303,Buy,2016-12-27,2016-12-29T17:43:30,,776.0,48.175,37383.8,3565.0,Transaction
3304,Sell,2016-12-28,2016-12-29T17:40:24, officer,2476.0,60.0,148560.0,25263.0,Transaction
3305,Sell,2016-12-21,2016-12-29T17:40:16, officer,477.0,0.0167,7.9659,234957.0,Transaction
3306,Sell,2016-12-28,2016-12-29T17:39:25, 10% owner,50000.0,34.7226,1736130.0,5468200.0,Transaction
3307,Sell,2016-12-06,2016-12-29T17:36:41, director,900.0,16.19,14571.0,1211140.0,Transaction
3308,Sell,2016-12-28,2016-12-29T17:35:51, other,1337.0,36.87,49295.2,22042.0,Transaction
3309,Sell,2017-12-27,2016-12-29T17:33:08, director officer,39717.0,2.35,93335.0,890002.0,Transaction
3310,Sell,2016-12-27,2016-12-29T17:32:06, officer,5167.0,28.6179,147869.0,241907.0,Transaction
3311,Sell,2016-12-28,2016-12-29T17:32:06, officer,5139.0,27.8542,143143.0,241907.0,Transaction
3312,Sell,2016-12-21,2016-12-29T17:31:47, officer,536.0,23.85,12783.6,22627.0,Transaction
3313,Buy,2016-12-29,2016-12-29T17:28:41, 10% owner,1000.0,2.81,2810.0,1761630.0,Transaction
3314,Sell,2016-12-13,2016-12-29T17:26:47, officer,25000.0,19.3,482500.0,2801120.0,Transaction
3315,Sell,2016-12-28,2016-12-29T17:25:05, director officer 10% owner,125000.0,0.05,6250.0,1023020.0,Transaction
3316,Buy,2016-12-29,2016-12-29T17:22:52, director,40432.0,1.34,54178.9,202000.0,Transaction
3317,Sell,2016-12-28,2016-12-29T17:20:46, officer,9452.0,36.87,348495.0,28699.0,Transaction
3318,Sell,2016-12-21,2016-12-29T17:19:50, officer,729.0,23.85,17386.7,24534.0,Transaction
3319,Sell,2016-12-21,2016-12-29T17:17:34, director officer,610.0,0.0167,10.187,162937.0,Transaction
3320,Buy,2016-12-29,2016-12-29T17:14:55,,50000.0,5.867,293350.0,482900.0,Transaction
3321,Sell,2016-12-27,2016-12-29T17:14:32, director,9169.0,19.77,181271.0,453578.0,Transaction
3322,Sell,2016-12-27,2016-12-29T17:14:32, director,7887.0,19.77,155926.0,7685420.0,Transaction
3323,Buy,2016-12-28,2016-12-29T17:14:16, officer other,50000.0,5.873,293650.0,448900.0,Transaction
3324,Buy,2016-12-27,2016-12-29T17:11:16,,19500.0,2.5,48750.0,65369.0,Transaction
3325,Sell,2016-12-27,2016-12-29T17:11:16,,19500.0,34.7116,676876.0,45869.0,Transaction
3326,Sell,2016-12-29,2016-12-29T16:55:27, 10% owner,63.0,51.1,3219.3,1212970.0,Transaction
3327,Sell,2016-12-28,2016-12-29T16:55:27, 10% owner,700.0,51.1,35770.0,1213180.0,Transaction
3328,Sell,2016-12-27,2016-12-29T16:53:32, director,10000.0,40.68,406800.0,19608.0,Transaction
3329,Buy,2016-12-29,2016-12-29T16:53:06, director officer,499.0,57.16,28522.8,156748.0,Transaction
3330,Buy,2016-12-29,2016-12-29T16:53:06, director officer,978.0,102.16,99912.5,159422.0,Transaction
3331,Buy,2016-12-27,2016-12-29T16:51:13, director other,15844.0,1.4,22181.6,122844.0,Transaction
3332,Buy,2016-12-29,2016-12-29T16:49:03, officer,9000.0,19.4,174600.0,89085.0,Transaction
3333,Sell,2016-12-29,2016-12-29T16:49:03, officer,1797.0,44.25,79517.2,87288.0,Transaction
3334,Sell,2016-12-28,2016-12-29T16:49:03, officer,3000.0,44.1291,132387.0,80085.0,Transaction
3335,Buy,2016-12-29,2016-12-29T16:49:03, officer,5000.0,22.18,110900.0,92288.0,Transaction
3336,Sell,2016-12-27,2016-12-29T16:48:18,,15275.0,2.85,43533.8,856874.0,Transaction
3337,Sell,2016-12-27,2016-12-29T16:47:45, director,887.0,20.0062,17745.5,0.0,Transaction
3338,Sell,2016-12-28,2016-12-29T16:28:22, officer,58178.0,0.0372,2164.22,56470.0,Transaction
3339,Sell,2016-12-27,2016-12-29T16:28:07, director 10% owner,1099840.0,15.6,17157500.0,0.0,Transaction
3340,Buy,2016-12-27,2016-12-29T16:27:19, director,1099840.0,15.6,17157500.0,3300500.0,Transaction
3341,Sell,2016-12-29,2016-12-29T16:25:26, director,189751.0,0.032,6072.03,0.0,Transaction
3342,Sell,2016-12-29,2016-12-29T16:23:06, officer,26325.0,0.0253,666.023,0.0,Transaction
3343,Buy,2016-12-28,2016-12-29T16:20:19, director,99.0,23.22,2298.78,108139.0,Transaction
3344,Buy,2016-12-28,2016-12-29T16:20:15, director,108.0,23.22,2507.76,61799.0,Transaction
3345,Buy,2016-12-28,2016-12-29T16:20:12, director,110.0,23.22,2554.2,50583.0,Transaction
3346,Sell,2016-12-27,2016-12-29T16:19:33, director,1000.0,62.0,62000.0,188992.0,Transaction
3347,Buy,2016-12-29,2016-12-29T16:18:17, officer,1000.0,31.3,31300.0,12600.0,Transaction
3348,Buy,2016-12-19,2016-12-29T15:54:49,,5000000.0,0.08,400000.0,5000000.0,Transaction
3349,Buy,2016-12-28,2016-12-29T15:52:40,,15117.0,6.6147,99994.4,15117.0,Transaction
3350,Sell,2016-12-28,2016-12-29T14:54:45, other,320.0,11.8981,3807.39,0.0,Transaction
3351,Sell,2016-12-27,2016-12-29T14:43:39, other,290.0,11.0,3190.0,410.0,Transaction
3352,Sell,2016-12-27,2016-12-29T14:20:08,,3600000.0,0.0001,360.0,400000.0,Transaction
3353,Buy,2016-12-28,2016-12-29T14:18:25,,650.0,14.85,9652.5,5441.0,Transaction
3354,Buy,2016-12-28,2016-12-29T14:18:25,,400.0,12.51,5004.0,5011.0,Transaction
3355,Sell,2016-12-27,2016-12-29T13:56:13,,5400000.0,0.0001,540.0,600000.0,Transaction
3356,Buy,2016-12-27,2016-12-29T13:49:52, officer,49.0,32.81,1607.69,4339.0,Transaction
3357,Sell,2016-12-28,2016-12-29T13:45:35, officer,333.0,31.15,10373.0,35715.0,Transaction
3358,Sell,2016-12-28,2016-12-29T13:45:35, officer,84.0,31.15,2616.6,38242.0,Transaction
3359,Buy,2016-12-28,2016-12-29T13:45:35, officer,6000.0,21.11,126660.0,42132.0,Transaction
3360,Sell,2016-12-28,2016-12-29T13:45:35, officer,4066.0,31.15,126656.0,38066.0,Transaction
3361,Buy,2016-12-28,2016-12-29T13:45:35, officer,667.0,18.78,12526.3,38728.0,Transaction
3362,Sell,2016-12-28,2016-12-29T13:45:35, officer,951.0,31.15,29623.7,36048.0,Transaction
3363,Buy,2016-12-28,2016-12-29T13:45:35, officer,2000.0,14.8,29600.0,36999.0,Transaction
3364,Buy,2016-12-27,2016-12-29T13:43:26, director officer 10% owner,937.0,95.76,89745.9,78702.0,Transaction
3365,Sell,2016-12-28,2016-12-29T13:38:33, director officer,12750.0,82.36,1050090.0,54448.0,Transaction
3366,Buy,2016-12-27,2016-12-29T13:38:03, officer,100.0,28.31,2831.0,400.0,Transaction
3367,Sell,2016-12-19,2016-12-29T13:37:35, officer,20625.0,82.37,1698880.0,6875.0,Transaction
3368,Sell,2016-12-16,2016-12-29T13:37:35, officer,259.0,82.37,21333.8,18547.0,Transaction
3369,Buy,2016-12-19,2016-12-29T13:37:35, officer,20625.0,61.57,1269880.0,39574.0,Transaction
3370,Sell,2016-12-19,2016-12-29T13:37:35, officer,5948.0,82.37,489937.0,22899.0,Transaction
3371,Buy,2016-12-19,2016-12-29T13:37:35, officer,6875.0,63.22,434638.0,28847.0,Transaction
3372,Buy,2016-12-16,2016-12-29T13:37:35, officer,616.0,82.37,50739.9,18806.0,Transaction
3373,Buy,2016-12-28,2016-12-29T13:34:35, other,23333.0,12.19,284429.0,59224.0,Transaction
3374,Sell,2016-12-28,2016-12-29T13:34:35, other,23333.0,28.04,654257.0,35891.0,Transaction
3375,Sell,2016-12-28,2016-12-29T13:34:35, other,165.0,28.02,4623.3,35726.0,Transaction
3376,Sell,2016-12-27,2016-12-29T13:32:56, other,938.0,28.0527,26313.4,55456.0,Transaction
3377,Sell,2016-12-27,2016-12-29T13:25:50, officer,800.0,33.0,26400.0,11558.0,Transaction
3378,Sell,2016-12-27,2016-12-29T13:22:03, director,262.0,10.85,2842.7,62070.0,Transaction
3379,Sell,2016-12-28,2016-12-29T13:18:03,,1594.0,90.08,143588.0,38856.0,Transaction
3380,Sell,2016-12-28,2016-12-29T13:09:04,,2317.0,37.85,87698.5,11355.0,Transaction
3381,Buy,2016-12-12,2016-12-29T12:53:26, officer,4000.0,35.51,142040.0,66946.0,Transaction
3382,Buy,2016-12-12,2016-12-29T12:53:26, officer,1400.0,12.58,17612.0,68346.0,Transaction
3383,Buy,2016-12-28,2016-12-29T12:27:09, officer,28.0,42.55,1192.29,3778.0,Transaction
3384,Sell,2016-12-29,2016-12-29T12:20:02, director officer,2232.0,9.11,20333.5,23764.0,Transaction
3385,Sell,2016-12-28,2016-12-29T12:18:09, director officer 10% owner,1805.0,76.1019,137364.0,1880260.0,Transaction
3386,Sell,2016-12-28,2016-12-29T12:18:09, director officer 10% owner,195.0,77.8,15171.0,1880060.0,Transaction
3387,Sell,2016-12-28,2016-12-29T11:36:15, director officer 10% owner,5121.0,25.5,130586.0,621968.0,Transaction
3388,Buy,2016-12-27,2016-12-29T11:13:57, director other,2586.0,3.48,8999.28,58687.0,Transaction
3389,Buy,2016-12-27,2016-12-29T10:51:56, 10% owner,23173.0,15.96,369841.0,4608560.0,Transaction
3390,Sell,2016-12-28,2016-12-29T10:37:15, director,400.0,24.3,9720.0,16052.0,Transaction
3391,Buy,2016-12-28,2016-12-29T10:33:07, 10% owner,24360.0,11.97,291589.0,1550210.0,Transaction
3392,Sell,2016-12-27,2016-12-29T10:31:17, director,323750.0,14.0907,4561860.0,0.0,Transaction
3393,Buy,2016-12-28,2016-12-29T10:28:22, 10% owner,46585.0,10.99,511969.0,1936320.0,Transaction
3394,Sell,2016-12-28,2016-12-29T10:16:17, director,2000.0,33.5,67000.0,4962.0,Transaction
3395,Buy,2016-12-23,2016-12-29T09:52:19, officer,426.0,25.4,10817.3,141926.0,Transaction
3396,Buy,2016-12-27,2016-12-29T09:51:41, officer,12500.0,32.49,406125.0,45479.0,Transaction
3397,Buy,2016-12-23,2016-12-29T09:51:26, officer,488.0,25.4,12403.9,36589.0,Transaction
3398,Buy,2016-12-23,2016-12-29T09:49:38, officer,78.0,25.4,1990.38,85414.0,Transaction
3399,Buy,2016-12-28,2016-12-29T09:45:29,,2500.0,1.27,3175.0,47043.0,Transaction
